pclass,survived,sex,age,adult,fare,embarked,
3.00,0.00,0.00,20.00,1.00,7.85,S,
3.00,0.00,0.00,20.00,1.00,7.05,S,
3.00,0.00,0.00,20.00,1.00,9.85,S,
3.00,0.00,0.00,20.00,1.00,9.50,S,
3.00,0.00,0.00,20.00,1.00,7.85,S,
3.00,0.00,0.00,20.00,1.00,9.23,S,
3.00,0.00,0.00,20.00,1.00,8.66,S,
3.00,0.00,0.00,20.00,1.00,8.05,S,
3.00,0.00,0.00,20.00,1.00,7.85,S,
3.00,1.00,0.00,20.00,1.00,7.93,S,
3.00,1.00,0.00,20.00,1.00,7.93,S,
2.00,1.00,1.00,20.00,1.00,23.00,S,
2.00,1.00,1.00,20.00,1.00,36.75,S,
2.00,1.00,1.00,20.00,1.00,26.00,S,
3.00,0.00,1.00,20.00,1.00,7.85,S,
3.00,0.00,1.00,20.00,1.00,9.83,S,
3.00,0.00,1.00,20.00,1.00,8.66,S,
3.00,0.00,0.00,20.50,1.00,7.25,S,
1.00,0.00,0.00,21.00,1.00,77.29,S,
2.00,0.00,0.00,21.00,1.00,11.50,S,
2.00,0.00,0.00,21.00,1.00,13.00,S,
2.00,0.00,0.00,21.00,1.00,11.50,S,
2.00,0.00,0.00,21.00,1.00,11.50,S,
2.00,0.00,0.00,21.00,1.00,73.50,S,
2.00,0.00,0.00,21.00,1.00,73.50,S,
3.00,0.00,0.00,21.00,1.00,7.78,S,
3.00,0.00,0.00,21.00,1.00,16.10,S,
3.00,0.00,0.00,21.00,1.00,8.05,S,
3.00,0.00,0.00,21.00,1.00,24.15,S,
3.00,0.00,0.00,21.00,1.00,7.85,S,
3.00,1.00,0.00,21.00,1.00,7.80,S,
3.00,0.00,0.00,21.00,1.00,8.43,S,
3.00,0.00,0.00,21.00,1.00,7.90,S,
3.00,0.00,0.00,21.00,1.00,7.85,S,
3.00,0.00,0.00,21.00,1.00,7.80,S,
3.00,0.00,0.00,21.00,1.00,8.66,S,
3.00,0.00,0.00,21.00,1.00,7.93,S,
3.00,0.00,0.00,21.00,1.00,8.05,S,
3.00,0.00,0.00,21.00,1.00,7.93,S,
3.00,0.00,0.00,21.00,1.00,8.05,S,
3.00,0.00,0.00,21.00,1.00,6.50,S,
3.00,0.00,0.00,21.00,1.00,7.25,S,
3.00,1.00,0.00,21.00,1.00,7.80,S,
3.00,1.00,0.00,21.00,1.00,7.78,S,
1.00,1.00,1.00,21.00,1.00,26.55,S,
1.00,1.00,1.00,21.00,1.00,77.96,S,
2.00,1.00,1.00,21.00,1.00,21.00,S,
2.00,1.00,1.00,21.00,1.00,10.50,S,
3.00,0.00,1.00,21.00,1.00,8.66,S,
3.00,0.00,1.00,21.00,1.00,34.38,S,
3.00,0.00,1.00,21.00,1.00,9.83,S,
3.00,1.00,1.00,21.00,1.00,7.65,S,
2.00,0.00,0.00,22.00,1.00,31.50,S,
2.00,1.00,0.00,22.00,1.00,10.50,S,
3.00,0.00,0.00,22.00,1.00,8.05,S,
3.00,0.00,0.00,22.00,1.00,9.35,S,
3.00,0.00,0.00,22.00,1.00,7.25,S,
3.00,0.00,0.00,22.00,1.00,7.80,S,
3.00,0.00,0.00,22.00,1.00,8.05,S,
3.00,0.00,0.00,22.00,1.00,7.25,S,
3.00,0.00,0.00,22.00,1.00,8.05,S,
3.00,0.00,0.00,22.00,1.00,7.80,S,
3.00,0.00,0.00,22.00,1.00,7.52,S,
3.00,0.00,0.00,22.00,1.00,7.78,S,
3.00,0.00,0.00,22.00,1.00,7.13,S,
3.00,0.00,0.00,22.00,1.00,7.90,S,
3.00,0.00,0.00,22.00,1.00,7.25,S,
3.00,0.00,0.00,22.00,1.00,7.90,S,
3.00,0.00,0.00,22.00,1.00,9.00,S,
1.00,1.00,1.00,22.00,1.00,55.00,S,
1.00,1.00,1.00,22.00,1.00,66.60,S,
1.00,1.00,1.00,22.00,1.00,151.55,S,
2.00,0.00,1.00,22.00,1.00,21.00,S,
2.00,1.00,1.00,22.00,1.00,29.00,S,
2.00,1.00,1.00,22.00,1.00,10.50,S,
3.00,0.00,1.00,22.00,1.00,10.52,S,
3.00,1.00,1.00,22.00,1.00,8.96,S,
3.00,0.00,1.00,22.00,1.00,8.66,S,
3.00,1.00,1.00,22.00,1.00,7.78,S,
3.00,0.00,1.00,22.00,1.00,39.69,S,
3.00,0.00,1.00,22.00,1.00,9.84,S,
3.00,1.00,1.00,22.00,1.00,7.25,S,
3.00,1.00,1.00,22.00,1.00,7.75,S,
3.00,1.00,1.00,22.00,1.00,12.29,S,
3.00,1.00,1.00,22.00,1.00,13.90,S,
1.00,0.00,0.00,23.00,1.00,93.50,S,
2.00,0.00,0.00,23.00,1.00,10.50,S,
2.00,0.00,0.00,23.00,1.00,13.00,S,
2.00,0.00,0.00,23.00,1.00,13.00,S,
2.00,0.00,0.00,23.00,1.00,11.50,S,
2.00,0.00,0.00,23.00,1.00,10.50,S,
2.00,0.00,0.00,23.00,1.00,13.00,S,
2.00,0.00,0.00,23.00,1.00,10.50,S,
3.00,0.00,0.00,23.00,1.00,7.05,S,
3.00,0.00,0.00,23.00,1.00,7.85,S,
3.00,0.00,0.00,23.00,1.00,13.90,S,
3.00,0.00,0.00,23.00,1.00,7.90,S,
3.00,0.00,0.00,23.00,1.00,9.23,S,
3.00,1.00,0.00,23.00,1.00,7.80,S,
1.00,1.00,1.00,23.00,1.00,82.27,S,
1.00,1.00,1.00,23.00,1.00,263.00,S,
3.00,1.00,1.00,23.00,1.00,8.05,S,
3.00,0.00,1.00,23.00,1.00,7.93,S,
3.00,0.00,1.00,23.00,1.00,8.66,S,
3.00,1.00,1.00,23.00,1.00,7.55,S,
3.00,1.00,1.00,23.00,1.00,7.85,S,
1.00,0.00,0.00,24.00,1.00,60.00,S,
1.00,1.00,0.00,24.00,1.00,82.27,S,
2.00,0.00,0.00,24.00,1.00,13.50,S,
2.00,0.00,0.00,24.00,1.00,13.00,S,
2.00,0.00,0.00,24.00,1.00,73.50,S,
2.00,0.00,0.00,24.00,1.00,31.50,S,
2.00,0.00,0.00,24.00,1.00,10.50,S,
2.00,1.00,0.00,24.00,1.00,10.50,S,
3.00,0.00,0.00,24.00,1.00,7.05,S,
3.00,0.00,0.00,24.00,1.00,7.78,S,
3.00,0.00,0.00,24.00,1.00,7.85,S,
3.00,0.00,0.00,24.00,1.00,8.05,S,
3.00,0.00,0.00,24.00,1.00,7.50,S,
3.00,0.00,0.00,24.00,1.00,24.15,S,
3.00,1.00,0.00,24.00,1.00,7.55,S,
3.00,0.00,0.00,24.00,1.00,9.50,S,
3.00,0.00,0.00,24.00,1.00,16.10,S,
3.00,0.00,0.00,24.00,1.00,7.90,S,
3.00,0.00,0.00,24.00,1.00,8.05,S,
3.00,0.00,0.00,24.00,1.00,8.66,S,
3.00,0.00,0.00,24.00,1.00,9.33,S,
3.00,0.00,0.00,24.00,1.00,7.80,S,
3.00,1.00,0.00,24.00,1.00,7.14,S,
1.00,1.00,1.00,24.00,1.00,263.00,S,
2.00,0.00,1.00,24.00,1.00,13.00,S,
2.00,1.00,1.00,24.00,1.00,14.50,S,
2.00,1.00,1.00,24.00,1.00,18.75,S,
2.00,1.00,1.00,24.00,1.00,65.00,S,
2.00,1.00,1.00,24.00,1.00,65.00,S,
2.00,1.00,1.00,24.00,1.00,13.00,S,
2.00,1.00,1.00,24.00,1.00,27.00,S,
2.00,1.00,1.00,24.00,1.00,26.00,S,
3.00,0.00,1.00,24.00,1.00,8.85,S,
3.00,1.00,1.00,24.00,1.00,16.70,S,
3.00,1.00,1.00,24.00,1.00,15.85,S,
3.00,0.00,0.00,24.50,1.00,8.05,S,
2.00,0.00,0.00,25.00,1.00,10.50,S,
2.00,0.00,0.00,25.00,1.00,26.00,S,
2.00,0.00,0.00,25.00,1.00,13.00,S,
2.00,0.00,0.00,25.00,1.00,31.50,S,
2.00,0.00,0.00,25.00,1.00,13.00,S,
2.00,0.00,0.00,25.00,1.00,13.00,S,
2.00,0.00,0.00,25.00,1.00,10.50,S,
3.00,1.00,0.00,25.00,1.00,7.65,S,
3.00,0.00,0.00,25.00,1.00,7.05,S,
3.00,0.00,0.00,25.00,1.00,17.80,S,
3.00,0.00,0.00,25.00,1.00,7.90,S,
3.00,0.00,0.00,25.00,1.00,7.90,S,
3.00,0.00,0.00,25.00,1.00,7.25,S,
3.00,0.00,0.00,25.00,1.00,7.65,S,
3.00,0.00,0.00,25.00,1.00,7.93,S,
3.00,0.00,0.00,25.00,1.00,7.78,S,
3.00,0.00,0.00,25.00,1.00,7.05,S,
3.00,1.00,0.00,25.00,1.00,7.80,S,
3.00,1.00,0.00,25.00,1.00,9.50,S,
3.00,1.00,0.00,25.00,1.00,7.78,S,
3.00,1.00,0.00,25.00,1.00,0.00,S,
1.00,0.00,1.00,25.00,1.00,151.55,S,
2.00,1.00,1.00,25.00,1.00,30.00,S,
2.00,1.00,1.00,25.00,1.00,26.00,S,
3.00,0.00,1.00,25.00,1.00,7.93,S,
3.00,0.00,1.00,25.00,1.00,7.78,S,
2.00,0.00,0.00,26.00,1.00,13.00,S,
2.00,0.00,0.00,26.00,1.00,10.50,S,
2.00,0.00,0.00,26.00,1.00,13.00,S,
2.00,0.00,0.00,26.00,1.00,13.00,S,
2.00,1.00,0.00,26.00,1.00,29.00,S,
3.00,0.00,0.00,26.00,1.00,8.05,S,
3.00,0.00,0.00,26.00,1.00,7.89,S,
3.00,0.00,0.00,26.00,1.00,7.78,S,
3.00,0.00,0.00,26.00,1.00,7.90,S,
3.00,0.00,0.00,26.00,1.00,7.90,S,
3.00,0.00,0.00,26.00,1.00,7.78,S,
3.00,0.00,0.00,26.00,1.00,7.90,S,
3.00,0.00,0.00,26.00,1.00,20.58,S,
3.00,0.00,0.00,26.00,1.00,7.85,S,
3.00,0.00,0.00,26.00,1.00,8.66,S,
3.00,1.00,0.00,26.00,1.00,56.50,S,
3.00,1.00,0.00,26.00,1.00,7.78,S,
1.00,1.00,1.00,26.00,1.00,78.85,S,
2.00,0.00,1.00,26.00,1.00,26.00,S,
2.00,1.00,1.00,26.00,1.00,13.50,S,
3.00,1.00,1.00,26.00,1.00,7.93,S,
3.00,0.00,1.00,26.00,1.00,16.10,S,
3.00,0.00,1.00,26.00,1.00,13.78,S,
3.00,1.00,1.00,26.00,1.00,22.03,S,
3.00,1.00,1.00,26.00,1.00,7.85,S,
1.00,1.00,0.00,27.00,1.00,30.50,S,
1.00,1.00,0.00,27.00,1.00,53.10,S,
2.00,0.00,0.00,27.00,1.00,13.00,S,
2.00,0.00,0.00,27.00,1.00,13.00,S,
2.00,0.00,0.00,27.00,1.00,26.00,S,
2.00,0.00,0.00,27.00,1.00,26.00,S,
3.00,1.00,0.00,27.00,1.00,7.80,S,
3.00,0.00,0.00,27.00,1.00,7.90,S,
3.00,0.00,0.00,27.00,1.00,7.90,S,
3.00,0.00,0.00,27.00,1.00,7.85,S,
3.00,0.00,0.00,27.00,1.00,8.66,S,
3.00,0.00,0.00,27.00,1.00,8.66,S,
3.00,1.00,0.00,27.00,1.00,6.98,S,
3.00,1.00,0.00,27.00,1.00,8.66,S,
1.00,1.00,1.00,27.00,1.00,52.00,S,
2.00,0.00,1.00,27.00,1.00,21.00,S,
2.00,1.00,1.00,27.00,1.00,10.50,S,
3.00,1.00,1.00,27.00,1.00,7.93,S,
3.00,0.00,1.00,27.00,1.00,7.93,S,
3.00,1.00,1.00,27.00,1.00,12.48,S,
3.00,1.00,1.00,27.00,1.00,11.13,S,
1.00,1.00,0.00,28.00,1.00,26.55,S,
1.00,0.00,0.00,28.00,1.00,47.10,S,
1.00,1.00,0.00,28.00,1.00,35.50,S,
2.00,0.00,0.00,28.00,1.00,10.50,S,
2.00,0.00,0.00,28.00,1.00,26.00,S,
2.00,0.00,0.00,28.00,1.00,13.00,S,
2.00,0.00,0.00,28.00,1.00,33.00,S,
2.00,0.00,0.00,28.00,1.00,13.50,S,
2.00,0.00,0.00,28.00,1.00,10.50,S,
3.00,0.00,0.00,28.00,1.00,7.80,S,
3.00,0.00,0.00,28.00,1.00,7.25,S,
3.00,0.00,0.00,28.00,1.00,7.93,S,
3.00,0.00,0.00,28.00,1.00,15.85,S,
3.00,0.00,0.00,28.00,1.00,7.90,S,
3.00,0.00,0.00,28.00,1.00,22.53,S,
3.00,0.00,0.00,28.00,1.00,56.50,S,
3.00,0.00,0.00,28.00,1.00,7.90,S,
3.00,0.00,0.00,28.00,1.00,8.05,S,
3.00,0.00,0.00,28.00,1.00,22.53,S,
3.00,0.00,0.00,28.00,1.00,7.85,S,
3.00,0.00,0.00,28.00,1.00,9.50,S,
3.00,0.00,0.00,28.00,1.00,9.50,S,
1.00,1.00,1.00,28.00,1.00,263.00,S,
2.00,1.00,1.00,28.00,1.00,12.65,S,
2.00,1.00,1.00,28.00,1.00,13.00,S,
2.00,1.00,1.00,28.00,1.00,13.00,S,
2.00,1.00,1.00,28.00,1.00,26.00,S,
3.00,0.00,1.00,28.00,1.00,14.40,S,
3.00,0.00,1.00,28.00,1.00,7.78,S,
3.00,0.00,1.00,28.00,1.00,7.90,S,
3.00,0.00,0.00,28.50,1.00,16.10,S,
1.00,1.00,0.00,29.00,1.00,211.34,S,
1.00,0.00,0.00,29.00,1.00,30.00,S,
1.00,0.00,0.00,29.00,1.00,66.60,S,
2.00,0.00,0.00,29.00,1.00,26.00,S,
2.00,0.00,0.00,29.00,1.00,10.50,S,
2.00,0.00,0.00,29.00,1.00,21.00,S,
3.00,0.00,0.00,29.00,1.00,7.05,S,
3.00,0.00,0.00,29.00,1.00,8.05,S,
3.00,0.00,0.00,29.00,1.00,7.85,S,
3.00,0.00,0.00,29.00,1.00,9.48,S,
3.00,0.00,0.00,29.00,1.00,7.78,S,
3.00,0.00,0.00,29.00,1.00,7.93,S,
3.00,0.00,0.00,29.00,1.00,7.88,S,
3.00,1.00,0.00,29.00,1.00,22.03,S,
3.00,1.00,0.00,29.00,1.00,9.50,S,
1.00,1.00,1.00,29.00,1.00,221.78,S,
2.00,0.00,1.00,29.00,1.00,26.00,S,
2.00,1.00,1.00,29.00,1.00,26.00,S,
2.00,1.00,1.00,29.00,1.00,26.00,S,
2.00,1.00,1.00,29.00,1.00,10.50,S,
2.00,1.00,1.00,29.00,1.00,23.00,S,
2.00,1.00,1.00,29.00,1.00,26.00,S,
3.00,0.00,1.00,29.00,1.00,7.93,S,
3.00,0.00,1.00,29.00,1.00,21.08,S,
3.00,0.00,1.00,29.00,1.00,10.46,S,
1.00,0.00,0.00,30.00,1.00,151.55,S,
1.00,0.00,0.00,30.00,1.00,45.50,S,
1.00,0.00,0.00,30.00,1.00,26.00,S,
2.00,0.00,0.00,30.00,1.00,13.00,S,
2.00,0.00,0.00,30.00,1.00,13.00,S,
2.00,0.00,0.00,30.00,1.00,13.00,S,
2.00,0.00,0.00,30.00,1.00,10.50,S,
2.00,0.00,0.00,30.00,1.00,26.00,S,
2.00,0.00,0.00,30.00,1.00,13.00,S,
2.00,0.00,0.00,30.00,1.00,13.00,S,
2.00,0.00,0.00,30.00,1.00,21.00,S,
3.00,0.00,0.00,30.00,1.00,7.25,S,
3.00,0.00,0.00,30.00,1.00,8.05,S,
3.00,0.00,0.00,30.00,1.00,7.90,S,
3.00,0.00,0.00,30.00,1.00,16.10,S,
3.00,0.00,0.00,30.00,1.00,8.05,S,
3.00,1.00,0.00,30.00,1.00,9.50,S,
1.00,1.00,1.00,30.00,1.00,93.50,S,
1.00,1.00,1.00,30.00,1.00,164.87,S,
1.00,1.00,1.00,30.00,1.00,86.50,S,
2.00,0.00,1.00,30.00,1.00,13.00,S,
2.00,1.00,1.00,30.00,1.00,21.00,S,
2.00,1.00,1.00,30.00,1.00,13.00,S,
3.00,0.00,1.00,30.00,1.00,8.66,S,
3.00,0.00,1.00,30.00,1.00,15.55,S,
3.00,0.00,1.00,30.00,1.00,24.15,S,
3.00,1.00,1.00,30.00,1.00,12.48,S,
3.00,0.00,0.00,30.50,1.00,8.05,S,
1.00,0.00,0.00,31.00,1.00,52.00,S,
1.00,0.00,0.00,31.00,1.00,50.50,S,
1.00,1.00,0.00,31.00,1.00,57.00,S,
2.00,0.00,0.00,31.00,1.00,26.25,S,
2.00,0.00,0.00,31.00,1.00,10.50,S,
2.00,1.00,0.00,31.00,1.00,13.00,S,
3.00,0.00,0.00,31.00,1.00,7.78,S,
3.00,0.00,0.00,31.00,1.00,18.00,S,
3.00,1.00,0.00,31.00,1.00,7.93,S,
1.00,1.00,1.00,31.00,1.00,164.87,S,
2.00,1.00,1.00,31.00,1.00,21.00,S,
2.00,1.00,1.00,31.00,1.00,26.25,S,
2.00,1.00,1.00,31.00,1.00,21.00,S,
3.00,1.00,1.00,31.00,1.00,20.53,S,
3.00,0.00,1.00,31.00,1.00,7.85,S,
3.00,1.00,1.00,31.00,1.00,8.68,S,
3.00,0.00,1.00,31.00,1.00,18.00,S,
2.00,0.00,0.00,32.00,1.00,13.00,S,
2.00,0.00,0.00,32.00,1.00,73.50,S,
2.00,0.00,0.00,32.00,1.00,10.50,S,
2.00,0.00,0.00,32.00,1.00,13.50,S,
2.00,1.00,0.00,32.00,1.00,26.00,S,
3.00,0.00,0.00,32.00,1.00,22.53,S,
3.00,0.00,0.00,32.00,1.00,15.85,S,
3.00,1.00,0.00,32.00,1.00,56.50,S,
3.00,1.00,0.00,32.00,1.00,56.50,S,
3.00,0.00,0.00,32.00,1.00,8.36,S,
3.00,0.00,0.00,32.00,1.00,7.93,S,
3.00,1.00,0.00,32.00,1.00,7.78,S,
3.00,0.00,0.00,32.00,1.00,7.90,S,
3.00,0.00,0.00,32.00,1.00,8.05,S,
3.00,0.00,0.00,32.00,1.00,7.93,S,
3.00,1.00,0.00,32.00,1.00,8.05,S,
3.00,1.00,0.00,32.00,1.00,7.85,S,
3.00,1.00,0.00,32.00,1.00,7.93,S,
3.00,1.00,0.00,32.00,1.00,7.58,S,
2.00,1.00,1.00,32.00,1.00,13.00,S,
3.00,0.00,0.00,32.50,1.00,9.50,S,
2.00,1.00,1.00,32.50,1.00,13.00,S,
1.00,0.00,0.00,33.00,1.00,5.00,S,
1.00,0.00,0.00,33.00,1.00,26.55,S,
2.00,0.00,0.00,33.00,1.00,12.28,S,
3.00,0.00,0.00,33.00,1.00,20.53,S,
3.00,0.00,0.00,33.00,1.00,8.65,S,
3.00,0.00,0.00,33.00,1.00,7.78,S,
3.00,0.00,0.00,33.00,1.00,7.85,S,
3.00,0.00,0.00,33.00,1.00,7.90,S,
3.00,0.00,0.00,33.00,1.00,8.05,S,
3.00,0.00,0.00,33.00,1.00,9.50,S,
1.00,1.00,1.00,33.00,1.00,53.10,S,
1.00,1.00,1.00,33.00,1.00,151.55,S,
1.00,1.00,1.00,33.00,1.00,86.50,S,
2.00,1.00,1.00,33.00,1.00,27.75,S,
2.00,1.00,1.00,33.00,1.00,26.00,S,
3.00,1.00,1.00,33.00,1.00,15.85,S,
3.00,1.00,1.00,33.00,1.00,20.58,S,
1.00,1.00,0.00,34.00,1.00,26.55,S,
2.00,0.00,0.00,34.00,1.00,26.00,S,
2.00,0.00,0.00,34.00,1.00,21.00,S,
2.00,0.00,0.00,34.00,1.00,13.00,S,
2.00,0.00,0.00,34.00,1.00,26.00,S,
2.00,0.00,0.00,34.00,1.00,13.00,S,
2.00,0.00,0.00,34.00,1.00,21.00,S,
2.00,1.00,0.00,34.00,1.00,13.00,S,
3.00,0.00,0.00,34.00,1.00,14.40,S,
3.00,0.00,0.00,34.00,1.00,6.50,S,
3.00,0.00,0.00,34.00,1.00,8.05,S,
3.00,0.00,0.00,34.00,1.00,8.05,S,
2.00,1.00,1.00,34.00,1.00,23.00,S,
2.00,1.00,1.00,34.00,1.00,32.50,S,
2.00,1.00,1.00,34.00,1.00,13.00,S,
2.00,1.00,1.00,34.00,1.00,10.50,S,
1.00,1.00,0.00,35.00,1.00,26.29,S,
2.00,0.00,0.00,35.00,1.00,26.00,S,
2.00,0.00,0.00,35.00,1.00,10.50,S,
3.00,0.00,0.00,35.00,1.00,8.05,S,
3.00,0.00,0.00,35.00,1.00,7.05,S,
3.00,0.00,0.00,35.00,1.00,8.05,S,
3.00,0.00,0.00,35.00,1.00,7.90,S,
3.00,0.00,0.00,35.00,1.00,7.13,S,
1.00,1.00,1.00,35.00,1.00,53.10,S,
1.00,1.00,1.00,35.00,1.00,83.48,S,
1.00,1.00,1.00,35.00,1.00,90.00,S,
1.00,1.00,1.00,35.00,1.00,135.63,S,
1.00,1.00,1.00,35.00,1.00,52.00,S,
2.00,1.00,1.00,35.00,1.00,21.00,S,
3.00,1.00,1.00,35.00,1.00,20.25,S,
1.00,1.00,0.00,36.00,1.00,120.00,S,
1.00,0.00,0.00,36.00,1.00,78.85,S,
1.00,1.00,0.00,36.00,1.00,26.39,S,
1.00,1.00,0.00,36.00,1.00,26.29,S,
2.00,0.00,0.00,36.00,1.00,13.00,S,
2.00,0.00,0.00,36.00,1.00,13.00,S,
2.00,0.00,0.00,36.00,1.00,10.50,S,
2.00,0.00,0.00,36.00,1.00,27.75,S,
3.00,0.00,0.00,36.00,1.00,7.50,S,
3.00,0.00,0.00,36.00,1.00,7.25,S,
3.00,0.00,0.00,36.00,1.00,0.00,S,
3.00,0.00,0.00,36.00,1.00,15.55,S,
3.00,0.00,0.00,36.00,1.00,7.90,S,
3.00,0.00,0.00,36.00,1.00,24.15,S,
3.00,0.00,0.00,36.00,1.00,9.50,S,
1.00,1.00,1.00,36.00,1.00,120.00,S,
1.00,1.00,1.00,36.00,1.00,71.00,S,
2.00,1.00,1.00,36.00,1.00,13.00,S,
2.00,1.00,1.00,36.00,1.00,13.00,S,
2.00,1.00,1.00,36.00,1.00,26.00,S,
2.00,1.00,1.00,36.00,1.00,39.00,S,
3.00,0.00,1.00,36.00,1.00,12.18,S,
3.00,1.00,1.00,36.00,1.00,15.90,S,
3.00,1.00,1.00,36.00,1.00,17.40,S,
2.00,0.00,0.00,36.50,1.00,26.00,S,
3.00,1.00,0.00,36.50,1.00,17.40,S,
1.00,0.00,0.00,37.00,1.00,53.10,S,
1.00,1.00,0.00,37.00,1.00,52.55,S,
2.00,0.00,0.00,37.00,1.00,26.00,S,
3.00,0.00,0.00,37.00,1.00,7.93,S,
3.00,0.00,1.00,37.00,1.00,9.59,S,
1.00,0.00,0.00,38.00,1.00,153.46,S,
1.00,1.00,0.00,38.00,1.00,90.00,S,
1.00,0.00,0.00,38.00,1.00,0.00,S,
2.00,0.00,0.00,38.00,1.00,21.00,S,
3.00,0.00,0.00,38.00,1.00,8.66,S,
3.00,0.00,0.00,38.00,1.00,7.05,S,
3.00,0.00,0.00,38.00,1.00,7.90,S,
2.00,0.00,1.00,38.00,1.00,13.00,S,
3.00,0.00,1.00,38.00,1.00,7.78,S,
3.00,1.00,1.00,38.00,1.00,31.39,S,
3.00,0.00,0.00,38.50,1.00,7.25,S,
1.00,0.00,0.00,39.00,1.00,0.00,S,
2.00,0.00,0.00,39.00,1.00,13.00,S,
2.00,0.00,0.00,39.00,1.00,26.00,S,
2.00,0.00,0.00,39.00,1.00,13.00,S,
3.00,0.00,0.00,39.00,1.00,31.28,S,
3.00,0.00,0.00,39.00,1.00,24.15,S,
3.00,0.00,0.00,39.00,1.00,7.93,S,
3.00,1.00,0.00,39.00,1.00,7.93,S,
1.00,1.00,1.00,39.00,1.00,211.34,S,
1.00,1.00,1.00,39.00,1.00,79.65,S,
1.00,1.00,1.00,39.00,1.00,55.90,S,
